instance,treewidth,sharpsat,sharpsat_tw,ganak,ganak_tw,c2d,c2d_tw,minic2d,minic2d_tw,d4,dpmc_htb,dpmc_lg,sharpsat_cen
Planning/pddlXpSym/uts_k1_p_t2.cnf,10,0.01,899.93,2.29,899.4499999999999,0.8899999999999999,899.63,0.94,900.28,0.03,0.03,33.02,0.56
Planning/pddlXpSym/uts_k1_p_t3.cnf,11,0.02,899.48,2.36,899.4100000000001,1.24,899.8100000000001,1.26,899.76,0.05,0.04,33.04,0.52
Planning/pddlXpSym/uts_k1_p_t4.cnf,12,0.02,899.3,2.2800000000000002,899.43,1.48,899.62,1.39,899.6899999999999,0.09,0.07,131.26,0.66
Planning/pddlXpSym/uts_k1_p_t5.cnf,12,0.02,899.65,2.72,899.42,1.73,899.68,1.66,899.67,0.14,0.08,524.35,0.75
Planning/pddlXpSym/uts_k1_p_t6.cnf,12,0.03,899.65,2.2399999999999998,899.58,1.8299999999999998,899.5799999999999,2.0100000000000002,899.7700000000001,0.17,0.09000000000000001,524.4,0.79
Planning/pddlXpSym/uts_k1_p_t7.cnf,12,0.04,899.64,2.34,899.45,1.88,899.53,2.27,899.73,0.19,0.09,65.83,0.87
Planning/pddlXpSym/uts_k1_p_t8.cnf,12,0.060000000000000005,899.68,2.35,899.42,1.7899999999999998,899.89,2.29,899.7900000000001,0.33,0.11000000000000001,524.4000000000001,0.77
Planning/pddlXpSym/uts_k1_p_t9.cnf,12,0.09,899.64,2.45,899.63,2.14,899.96,2.4,899.72,0.51,0.13,524.38,0.96
Planning/pddlXpSym/uts_k2_p_t10.cnf,31,TO,920.97,RTE,925.04,96.82000000000001,980.73,75.93,1149.65,1164.98,TO,1273.1499999999999,TO
Planning/pddlXpSym/uts_k2_p_t1.cnf,17,0.02,899.69,2.28,899.59,0.9400000000000001,899.8100000000001,1.1,899.86,0.03,0.07,900.1,0.66
Planning/pddlXpSym/uts_k2_p_t2.cnf,27,0.02,899.61,2.36,899.6899999999999,2.45,900.36,3.4000000000000004,900.96,1.0899999999999999,3.44,899.8199999999999,0.5900000000000001
Planning/pddlXpSym/uts_k2_p_t3.cnf,27,0.09000000000000001,900.05,2.4200000000000004,900.24,4.41,906.1800000000001,16.44,906.22,3.6100000000000003,TO,899.7900000000001,1.1099999999999999
Planning/pddlXpSym/uts_k2_p_t4.cnf,33,0.62,901.7,3.16,902.07,7.09,912.51,8.79,916.39,9.469999999999999,TO,902.61,1.79
Planning/pddlXpSym/uts_k2_p_t5.cnf,29,6.2,902.31,9.23,902.65,9.18,919.94,28.169999999999998,924.73,25.75,TO,900.33,5.12
Planning/pddlXpSym/uts_k2_p_t6.cnf,35,54.75,908.3,73.35,909.4100000000001,14.290000000000001,1005.89,16.27,953.23,89.34,TO,1200.5800000000002,32.93
Planning/pddlXpSym/uts_k2_p_t7.cnf,29,678.21,907.8000000000001,RTE,908.75,24.48,948.23,30.14,976.54,381.15,TO,904.24,340.93
Planning/pddlXpSym/uts_k2_p_t8.cnf,36,TO,953.35,RTE,959.6899999999999,22.970000000000002,1229.35,29.009999999999998,1097.27,426.77,TO,901.81,4065.2
Planning/pddlXpSym/uts_k2_p_t9.cnf,29,TO,912.36,RTE,914.26,169.57,982.2,249.33,1047.12,869.67,TO,1337.01,TO
Planning/pddlXpSym/uts_k3_p_t10.cnf,59,TO,TO,TO,TO,MO,TO,TO,TO,TO,TO,MO,TO
Planning/pddlXpSym/uts_k3_p_t1.cnf,32,0.03,899.64,2.35,899.5500000000001,1.95,900.77,1.81,899.6800000000001,0.09000000000000001,5.6,900.0400000000001,0.9
Planning/pddlXpSym/uts_k3_p_t2.cnf,46,0.32,902.87,2.74,903.09,94.23,1012.8199999999999,1439.92,2030.1100000000001,41.71,5577.62,926.87,2.06
Planning/pddlXpSym/uts_k3_p_t3.cnf,52,8.57,930.3399999999999,14.89,931.57,542.86,2564.79,TO,TO,1031.61,TO,1419.51,15.2
Planning/pddlXpSym/uts_k3_p_t4.cnf,53,310.03,2664.19,766.83,2461.56,2405.85,TO,TO,TO,1085.6100000000001,TO,3063.57,550.99
Planning/pddlXpSym/uts_k3_p_t5.cnf,58,TO,1715.46,TO,1851.27,RTE,4466.11,TO,TO,MO,TO,4667.09,TO
Planning/pddlXpSym/uts_k3_p_t6.cnf,56,TO,6656.94,RTE,TO,RTE,TO,TO,TO,MO,TO,MO,TO
Planning/pddlXpSym/uts_k3_p_t7.cnf,56,TO,TO,TO,TO,MO,TO,TO,TO,MO,TO,MO,TO
Planning/pddlXpSym/uts_k3_p_t8.cnf,59,TO,TO,TO,TO,MO,TO,TO,TO,TO,TO,2198.8,TO
Planning/pddlXpSym/uts_k3_p_t9.cnf,59,TO,TO,TO,TO,MO,TO,TO,TO,TO,TO,MO,TO
Planning/pddlXpSym/uts_k4_p_t10.cnf,86,TO,TO,RTE,TO,RTE,TO,TO,TO,TO,MO,RTE,TO
Planning/pddlXpSym/uts_k4_p_t1.cnf,52,0.2,899.93,2.57,900.02,11.76,927.14,10.82,908.68,1.19,1611.21,RTE,1.6600000000000001
Planning/pddlXpSym/uts_k4_p_t2.cnf,69,13.190000000000001,1130.98,25.799999999999997,1230.9,TO,TO,TO,TO,3845.31,TO,RTE,151.07
Planning/pddlXpSym/uts_k4_p_t3.cnf,77,1024.2,TO,1982.1000000000001,TO,TO,TO,TO,TO,TO,TO,RTE,TO
Planning/pddlXpSym/uts_k4_p_t4.cnf,78,TO,TO,TO,TO,TO,TO,TO,TO,MO,TO,RTE,TO
Planning/pddlXpSym/uts_k4_p_t5.cnf,86,TO,TO,TO,TO,TO,TO,TO,TO,TO,MO,RTE,TO
Planning/pddlXpSym/uts_k4_p_t6.cnf,86,TO,TO,TO,TO,RTE,TO,TO,TO,RTE,TO,RTE,TO
Planning/pddlXpSym/uts_k4_p_t7.cnf,86,TO,TO,RTE,TO,TO,TO,TO,TO,MO,TO,RTE,TO
Planning/pddlXpSym/uts_k4_p_t8.cnf,86,TO,TO,TO,TO,MO,TO,TO,TO,TO,MO,RTE,TO
Planning/pddlXpSym/uts_k4_p_t9.cnf,86,TO,TO,RTE,TO,TO,TO,TO,TO,TO,MO,RTE,TO
Planning/pddlXpSym/uts_k5_p_t10.cnf,117,TO,TO,RTE,TO,TO,TO,TO,TO,MO,TO,RTE,TO
Planning/pddlXpSym/uts_k5_p_t1.cnf,75,4.62,903.82,9.75,905.3299999999999,529.51,1720.01,TO,1609.36,39.650000000000006,MO,RTE,14.45
Planning/pddlXpSym/uts_k5_p_t2.cnf,96,1003.59,TO,5930.5199999999995,TO,TO,TO,TO,TO,RTE,MO,RTE,TO
Planning/pddlXpSym/uts_k5_p_t3.cnf,107,TO,TO,RTE,TO,TO,TO,TO,TO,MO,TO,RTE,TO
Planning/pddlXpSym/uts_k5_p_t4.cnf,117,TO,TO,TO,TO,TO,TO,TO,TO,MO,TO,RTE,TO
Planning/pddlXpSym/uts_k5_p_t5.cnf,117,TO,TO,TO,TO,TO,TO,TO,TO,MO,TO,RTE,TO
Planning/pddlXpSym/uts_k5_p_t6.cnf,117,TO,TO,RTE,TO,TO,TO,TO,TO,RTE,MO,RTE,TO
Planning/pddlXpSym/uts_k5_p_t7.cnf,117,TO,TO,TO,TO,RTE,TO,TO,TO,RTE,TO,RTE,TO
Planning/pddlXpSym/uts_k5_p_t8.cnf,117,TO,TO,RTE,TO,TO,TO,TO,TO,MO,TO,RTE,TO
Planning/pddlXpSym/uts_k5_p_t9.cnf,117,TO,TO,RTE,TO,TO,TO,TO,TO,TO,TO,RTE,TO
Planning/prob001.pddl.cnf,12,0.02,870.4300000000001,2.33,870.6099999999999,8.06,899.48,7.57,899.78,0.06,23.080000000000002,938.06,0.73
Planning/prob002.pddl.cnf,179,0.16,899.87,2.4699999999999998,899.89,31.21,1178.19,54.599999999999994,946.02,2.07,TO,RTE,8.3
Planning/prob003.pddl.cnf,209,0.15000000000000002,899.88,2.48,899.82,16.05,1022.9399999999999,42.74,960.48,0.87,MO,RTE,9.75
Planning/prob004-log-a.cnf,128,0.89,899.97,3.34,900.5500000000001,33.73,908.1600000000001,TO,916.02,2.43,TO,RTE,7.8100000000000005
Planning/prob004.pddl.cnf,141,2.64,901.48,9.09,901.8,90.21000000000001,2542.42,1338.6599999999999,1342.86,4.9,TO,RTE,26.130000000000003
Planning/prob005.pddl.cnf,141,26.07,908.4599999999999,31.770000000000003,906.8399999999999,1394.64,1284.55,TO,1340.53,62.269999999999996,TO,RTE,197.85999999999999
Planning/prob012.pddl.cnf,166,12.069999999999999,1074.1799999999998,12.809999999999999,1101.72,935.61,TO,TO,TO,967.51,TO,RTE,TO
Planning/tire-1.cnf,15,0.03,899.59,2.23,899.6,2.58,899.5600000000001,2.16,899.61,0.07,0.08,899.9599999999999,0.6
Planning/tire-2.cnf,15,0.02,899.67,2.3400000000000003,899.7,4.03,899.75,4.430000000000001,899.78,0.05,0.17,933.75,0.8200000000000001
Planning/tire-3.cnf,18,0.04,899.62,2.3600000000000003,900.04,3.57,899.76,4.04,899.86,0.22,0.2,901.39,0.9400000000000001
Planning/tire-4.cnf,18,0.06,899.72,2.38,899.57,6.430000000000001,899.9300000000001,6.949999999999999,899.7,0.19,0.57,MO,0.98
qif/10random.cnf,41,0.02,899.67,2.37,900.07,3.38,899.81,3.67,899.8100000000001,0.04,0.8200000000000001,900.25,1.35
qif/binsearch.16.cnf,55,TO,TO,RTE,TO,TO,TO,TO,TO,622.35,TO,911.27,539.49
qif/binsearch.16.pp.cnf,49,2.6399999999999997,904.05,9.25,902.62,28.31,935.0699999999999,TO,TO,0.13,32.160000000000004,899.98,4.7
qif/binsearch.32.cnf,71,TO,TO,RTE,TO,TO,TO,TO,TO,RTE,MO,MO,TO
qif/binsearch.32.pp.cnf,49,2.5,902.49,5.300000000000001,905.49,22.31,993.43,TO,TO,0.19999999999999998,46.4,903.8499999999999,5.04
qif/maxcount-qif/old/hash-10-1.cnf,464,TO,TO,RTE,TO,RTE,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-10-2.cnf,433,TO,TO,RTE,TO,RTE,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-10-3.cnf,412,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-10-4.cnf,397,TO,TO,RTE,TO,MO,TO,TO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-10-5.cnf,411,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-10-6.cnf,440,TO,TO,RTE,TO,MO,TO,TO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-10-7.cnf,438,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-10-8.cnf,425,TO,TO,RTE,TO,MO,MO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-10.cnf,454,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-11-1.cnf,464,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-11-2.cnf,433,TO,TO,RTE,TO,RTE,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-11-3.cnf,412,TO,TO,RTE,TO,TO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-11-4.cnf,397,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-11-5.cnf,501,TO,TO,RTE,TO,TO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-11-6.cnf,440,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-11-7.cnf,419,TO,TO,RTE,TO,RTE,MO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-11-8.cnf,425,TO,TO,RTE,TO,RTE,MO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-11.cnf,453,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-12-1.cnf,464,TO,TO,RTE,TO,TO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-12-2.cnf,454,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-12-3.cnf,412,TO,TO,RTE,TO,RTE,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-12-4.cnf,397,TO,TO,RTE,TO,RTE,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-12-5.cnf,411,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-12-6.cnf,440,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-12-7.cnf,419,TO,TO,RTE,TO,TO,MO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-12-8.cnf,425,TO,TO,RTE,TO,TO,MO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-12.cnf,453,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-13-1.cnf,464,TO,TO,RTE,TO,TO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-13-2.cnf,454,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-13-3.cnf,412,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-13-4.cnf,397,TO,TO,RTE,TO,MO,MO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-13-5.cnf,411,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-13-6.cnf,440,TO,TO,RTE,TO,TO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-13-7.cnf,419,TO,TO,RTE,TO,TO,MO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-13-8.cnf,425,TO,TO,RTE,TO,MO,MO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-14.cnf,419,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash16-12.cnf,8802,TO,TO,RTE,TO,MO,RTE,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash16-4.cnf,865,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash16-8.cnf,1137,TO,TO,RTE,TO,MO,RTE,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-16.cnf,419,TO,TO,RTE,TO,MO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-2.cnf,454,TO,TO,RTE,TO,MO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-4.cnf,453,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-6.cnf,453,TO,TO,RTE,TO,MO,TO,TO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-8-1.cnf,464,TO,TO,RTE,TO,TO,TO,TO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-8-2.cnf,433,TO,TO,RTE,TO,TO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-8-3.cnf,410,TO,TO,RTE,TO,TO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-8-4.cnf,397,TO,TO,RTE,TO,TO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-8-5.cnf,411,TO,TO,RTE,TO,RTE,TO,TO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-8-6.cnf,440,TO,TO,RTE,TO,RTE,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-8-7.cnf,438,TO,TO,RTE,TO,TO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-8-8.cnf,425,TO,TO,RTE,TO,RTE,MO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/hash-8.cnf,453,TO,TO,RTE,TO,TO,TO,MO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/min-12.cnf,42,TO,TO,TO,TO,RTE,MO,TO,MO,MO,TO,MO,TO
qif/maxcount-qif/old/min-12s.cnf,35,1150.22,1215.5800000000002,RTE,1243.92,272.21000000000004,1374.97,TO,TO,2618.51,TO,927.19,TO
qif/maxcount-qif/old/min-16.cnf,44,TO,TO,TO,TO,MO,MO,TO,MO,MO,TO,MO,TO
qif/maxcount-qif/old/min-16s.cnf,35,1973.38,1313.23,4761.89,1361.52,385.63,1456.82,TO,RTE,3947.37,TO,951.49,1946.5600000000002
qif/maxcount-qif/old/min-1s.cnf,35,7.37,871.8199999999999,11.049999999999999,871.6500000000001,1.0,899.6899999999999,1.02,904.67,0.19,1.99,900.0999999999999,5.6000000000000005
qif/maxcount-qif/old/min-20.cnf,45,TO,TO,TO,TO,MO,MO,TO,TO,MO,TO,MO,TO
qif/maxcount-qif/old/min-20s.cnf,35,2852.32,1435.32,RTE,1497.1599999999999,499.01,1797.66,TO,TO,5293.73,TO,1054.39,2911.42
qif/maxcount-qif/old/min-24.cnf,45,TO,TO,TO,TO,MO,MO,TO,TO,MO,TO,MO,TO
qif/maxcount-qif/old/min-24s.cnf,35,4194.37,1531.9499999999998,RTE,1606.25,658.01,1973.92,TO,TO,6820.83,TO,1090.68,3431.01
qif/maxcount-qif/old/min-28.cnf,43,TO,TO,TO,TO,RTE,MO,TO,TO,MO,TO,MO,TO
qif/maxcount-qif/old/min-28s.cnf,35,5880.26,1658.83,RTE,1735.25,RTE,RTE,TO,TO,TO,TO,1104.29,3935.46
qif/maxcount-qif/old/min-2s.cnf,35,130.68,2264.1800000000003,154.38000000000002,2350.52,2.59,906.07,323.33,TO,375.98,0.39,899.79,80.01
qif/maxcount-qif/old/min-32.cnf,44,TO,TO,TO,TO,MO,MO,TO,TO,MO,TO,MO,TO
qif/maxcount-qif/old/min-32s.cnf,35,TO,1778.32,RTE,1872.1,RTE,RTE,TO,TO,TO,TO,1144.6799999999998,4554.099999999999
qif/maxcount-qif/old/min-3s.cnf,35,243.2,990.31,279.39,1009.53,92.34,978.9300000000001,3539.17,2196.19,559.8199999999999,16.88,916.26,168.76000000000002
qif/maxcount-qif/old/min-4.cnf,44,TO,TO,TO,TO,RTE,MO,TO,TO,MO,251.37,MO,TO
qif/maxcount-qif/old/min-4s.cnf,35,632.5,1007.74,688.4,1015.4399999999999,274.89,1081.22,914.1800000000001,TO,747.98,627.08,908.65,514.71
qif/maxcount-qif/old/min-6s.cnf,35,1106.4299999999998,1039.1699999999998,2517.3700000000003,1063.56,147.1,1059.62,TO,1842.0500000000002,1180.1200000000001,TO,916.73,1583.32
qif/maxcount-qif/old/min-8.cnf,43,TO,TO,TO,TO,MO,MO,TO,TO,MO,TO,TO,TO
qif/maxcount-qif/old/min-8s.cnf,35,3424.69,1085.25,RTE,1480.66,180.45999999999998,1095.34,TO,1494.56,1619.52,TO,918.52,TO
qif/maxcount-qif/old/modexp16-2.cnf,159,TO,TO,RTE,TO,RTE,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp16-4.cnf,200,TO,TO,RTE,TO,RTE,TO,TO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-4-1.cnf,81,TO,TO,RTE,TO,TO,MO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/modexp8-4-2.cnf,91,TO,TO,RTE,TO,MO,TO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/modexp8-4-3.cnf,94,TO,TO,RTE,TO,MO,TO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/modexp8-4-4.cnf,87,TO,TO,RTE,TO,MO,TO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/modexp8-4-5.cnf,93,TO,TO,RTE,TO,TO,TO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/modexp8-4-6.cnf,97,TO,TO,RTE,TO,TO,TO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/modexp8-4-7.cnf,93,TO,TO,RTE,TO,TO,TO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/modexp8-4-8.cnf,88,TO,TO,RTE,TO,TO,TO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/modexp8-5-1.cnf,83,TO,TO,RTE,TO,MO,MO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/modexp8-5-2.cnf,92,TO,TO,RTE,TO,MO,TO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/modexp8-5-3.cnf,93,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-5-4.cnf,89,TO,TO,RTE,TO,TO,TO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/modexp8-5-5.cnf,94,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-5-6.cnf,98,TO,TO,RTE,TO,TO,MO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-5-7.cnf,97,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-5-8.cnf,87,TO,TO,RTE,TO,TO,TO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/modexp8-6-1.cnf,85,TO,TO,RTE,TO,TO,MO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-6-2.cnf,93,TO,TO,RTE,TO,TO,MO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-6-3.cnf,94,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-6-4.cnf,92,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-6-5.cnf,97,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-6-6.cnf,98,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-6-7.cnf,105,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-6-8.cnf,93,TO,TO,RTE,TO,MO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-7-1.cnf,89,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-7-2.cnf,93,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-7-3.cnf,101,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-7-4.cnf,92,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-7-5.cnf,95,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-7-6.cnf,97,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-7-7.cnf,105,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-7-8.cnf,93,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-8-1.cnf,105,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-8-2.cnf,109,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-8-3.cnf,113,TO,TO,RTE,TO,TO,MO,TO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-8-4.cnf,109,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-8-5.cnf,112,TO,TO,RTE,TO,TO,TO,TO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-8-6.cnf,113,TO,TO,RTE,TO,TO,TO,TO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-8-7.cnf,104,TO,TO,RTE,TO,TO,TO,TO,RTE,TO,RTE,RTE,TO
qif/maxcount-qif/old/modexp8-8-8.cnf,109,TO,TO,RTE,TO,TO,MO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/prod-16.cnf,80,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/prod-1s.cnf,37,TO,TO,RTE,TO,TO,TO,TO,TO,RTE,MO,987.23,TO
qif/maxcount-qif/old/prod-20.cnf,79,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/prod-24.cnf,80,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/prod-28.cnf,80,TO,TO,RTE,TO,TO,TO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/prod-2.cnf,79,TO,TO,RTE,TO,TO,TO,TO,TO,RTE,MO,TO,TO
qif/maxcount-qif/old/prod-2s.cnf,42,TO,TO,RTE,TO,TO,TO,TO,TO,TO,MO,971.0400000000001,TO
qif/maxcount-qif/old/prod-32.cnf,80,TO,TO,RTE,TO,TO,TO,TO,TO,TO,RTE,RTE,TO
qif/maxcount-qif/old/prod-3s.cnf,42,TO,TO,RTE,TO,TO,MO,TO,TO,TO,MO,918.36,TO
qif/maxcount-qif/old/prod-4.cnf,79,TO,TO,RTE,TO,TO,TO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/prod-4s.cnf,42,TO,TO,RTE,TO,TO,RTE,TO,TO,RTE,MO,1676.58,TO
qif/maxcount-qif/old/prod-8.cnf,80,TO,TO,RTE,TO,TO,TO,TO,TO,TO,MO,RTE,TO
qif/maxcount-qif/old/prod-8s.cnf,42,TO,TO,RTE,TO,MO,MO,TO,TO,MO,MO,1207.27,TO
qif/mixdup.cnf,3,0.01,898.5699999999999,2.29,898.47,1.1099999999999999,899.05,1.1300000000000001,900.5600000000001,0.03,0.07,899.75,0.49
qif/sum.32.cnf,6,TO,899.73,RTE,900.0,RTE,899.68,TO,900.0600000000001,201.54,0.2,899.71,2.0
random/uf250-1065/uf250-0100.cnf,170,18.21,916.56,29.950000000000003,919.25,103.36,1083.77,TO,1061.0900000000001,8.149999999999999,MO,RTE,20.94
random/uf250-1065/uf250-010.cnf,172,14.459999999999999,913.0600000000001,23.25,916.83,73.79,1253.69,TO,988.97,5.82,TO,RTE,14.549999999999999
random/uf250-1065/uf250-011.cnf,171,23.23,920.86,36.75,921.52,192.98,1299.22,TO,1212.65,8.95,TO,RTE,20.75
random/uf250-1065/uf250-012.cnf,164,3.96,903.47,7.699999999999999,903.61,61.92,979.97,TO,973.8599999999999,1.95,TO,RTE,4.69
